"Name","Sex","Age","Country","Year","Event","Medal","Population","GDP_per_Capita","Density","HappinessRank","HappinessScore","total_medal_amount"
"Dieter Thoma","M",24,"GER",1994,"Ski Jumping Men's Normal Hill, Individual","Bronze",81413145,41313.31399,240,15,6.965,386
"Dieter Thoma","M",24,"GER",1994,"Ski Jumping Men's Large Hill, Team","Gold",81413145,41313.31399,240,15,6.965,386
"Dieter Thoma","M",28,"GER",1998,"Ski Jumping Men's Large Hill, Team","Silver",81413145,41313.31399,240,15,6.965,386
"Georg Thoma","M",22,"GER",1960,"Nordic Combined Men's Individual","Gold",81413145,41313.31399,240,15,6.965,386
"Georg Thoma","M",26,"GER",1964,"Nordic Combined Men's Individual","Bronze",81413145,41313.31399,240,15,6.965,386
"Debra Janine ""Debi"" Thomas","F",20,"USA",1988,"Figure Skating Women's Singles","Bronze",321418820,56115.71843,36,18,6.886,635
"Jarret John ""JJ"" Thomas","M",20,"USA",2002,"Snowboarding Men's Halfpipe","Bronze",321418820,56115.71843,36,18,6.886,635
"Timothy ""Tim"" Thomas, Jr.","M",35,"USA",2010,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Magne Arnfinn Thomassen","M",26,"NOR",1968,"Speed Skating Men's 500 metres","Silver",5195921,74400.36978,15,2,7.594,443
"Marielle Thompson","F",21,"CAN",2014,"Freestyle Skiing Women's Ski Cross","Gold",35851774,43248.52991,4,7,7.328,611
"William Ferguson ""Bill"" Thomson","M",21,"CAN",1936,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Jan Thoresen","M",29,"NOR",1998,"Curling Men's Curling","Bronze",5195921,74400.36978,15,2,7.594,443
"Joseph Eric ""Joe"" Thornton","M",30,"CAN",2010,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Christopher ""Chris"" Thorpe","M",27,"USA",1998,"Luge Mixed (Men)'s Doubles","Silver",321418820,56115.71843,36,18,6.886,635
"Christopher ""Chris"" Thorpe","M",31,"USA",2002,"Luge Mixed (Men)'s Doubles","Bronze",321418820,56115.71843,36,18,6.886,635
"Jan Einar Thorsen","M",25,"NOR",1992,"Alpine Skiing Men's Super G","Bronze",5195921,74400.36978,15,2,7.594,443
"Nicola Thost","F",20,"GER",1998,"Snowboarding Women's Halfpipe","Gold",81413145,41313.31399,240,15,6.965,386
"Arnold Clas Robert Thunberg","M",30,"FIN",1924,"Speed Skating Men's 500 metres","Bronze",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",30,"FIN",1924,"Speed Skating Men's 1,500 metres","Gold",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",30,"FIN",1924,"Speed Skating Men's 5,000 metres","Gold",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",30,"FIN",1924,"Speed Skating Men's 10,000 metres","Silver",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",30,"FIN",1924,"Speed Skating Men's Allround","Gold",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",34,"FIN",1928,"Speed Skating Men's 500 metres","Gold",5482013,42311.03623,18,1,7.632,426
"Arnold Clas Robert Thunberg","M",34,"FIN",1928,"Speed Skating Men's 1,500 metres","Gold",5482013,42311.03623,18,1,7.632,426
"Sven Ragnar Thunman","M",31,"SWE",1952,"Ice Hockey Men's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Helene ""Leni"" Thurner (-Bullock)","F",25,"AUT",1964,"Luge Women's Singles","Bronze",8611088,43774.98517,109,12,7.139,280
"Arto Kasperi Tiainen","M",33,"FIN",1964,"Cross Country Skiing Men's 50 kilometres","Bronze",5482013,42311.03623,18,1,7.632,426
"Arto Kasperi Tiainen","M",33,"FIN",1964,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5482013,42311.03623,18,1,7.632,426
"Stefano Ticci","M",31,"ITA",1994,"Bobsleigh Men's Two","Bronze",60802085,29957.80432,206,47,6,191
"Charles Frederick ""Charlie"" Tickner","M",26,"USA",1980,"Figure Skating Men's Singles","Bronze",321418820,56115.71843,36,18,6.886,635
"Esa Kalervo Tikkanen","M",33,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Nina Minttu Maria Tikkinen","F",23,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Anna Katarina Timglas","F",20,"SWE",2006,"Ice Hockey Women's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Kimmo Samuel Timonen","M",22,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Kimmo Samuel Timonen","M",30,"FIN",2006,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Kimmo Samuel Timonen","M",34,"FIN",2010,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Kimmo Samuel Timonen","M",38,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"David G. ""Dave"" Tippett","M",30,"CAN",1992,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"German Mikhaylovich Titov","M",32,"RUS",1998,"Ice Hockey Men's Ice Hockey","Silver",144096812,9092.580536,9,59,5.81,260
"Carl Daniel Tjrnqvist","M",29,"SWE",2006,"Ice Hockey Men's Ice Hockey","Gold",9798871,50579.67365,25,9,7.314,428
"Linda Tjrhom (-Grubben)","F",22,"NOR",2002,"Biathlon Women's 4 x 7.5 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Keith Matthew Tkachuk","M",29,"USA",2002,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Jonathan Bryan Toews","M",21,"CAN",2010,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Jonathan Bryan Toews","M",25,"CAN",2014,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Curtis ""Curt"" Tomasevicz","M",29,"USA",2010,"Bobsleigh Men's Four","Gold",321418820,56115.71843,36,18,6.886,635
"Curtis ""Curt"" Tomasevicz","M",33,"USA",2014,"Bobsleigh Men's Four","Bronze",321418820,56115.71843,36,18,6.886,635
"Alberto Tomba","M",21,"ITA",1988,"Alpine Skiing Men's Giant Slalom","Gold",60802085,29957.80432,206,47,6,191
"Alberto Tomba","M",21,"ITA",1988,"Alpine Skiing Men's Slalom","Gold",60802085,29957.80432,206,47,6,191
"Alberto Tomba","M",25,"ITA",1992,"Alpine Skiing Men's Giant Slalom","Gold",60802085,29957.80432,206,47,6,191
"Alberto Tomba","M",25,"ITA",1992,"Alpine Skiing Men's Slalom","Silver",60802085,29957.80432,206,47,6,191
"Alberto Tomba","M",27,"ITA",1994,"Alpine Skiing Men's Slalom","Silver",60802085,29957.80432,206,47,6,191
"Jari Kaarlo Torkki","M",22,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Antti Ilari Trmnen","M",27,"FIN",1998,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jouko Sihveri Trmnen","M",25,"FIN",1980,"Ski Jumping Men's Large Hill, Individual","Gold",5482013,42311.03623,18,1,7.632,426
"Riccardo ""Bibi"" Torriani","M",16,"SUI",1928,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Riccardo ""Bibi"" Torriani","M",36,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Tore Torvbrten","M",30,"NOR",1998,"Curling Men's Curling","Bronze",5195921,74400.36978,15,2,7.594,443
"Tatyana Ivanovna Totmyanina","F",24,"RUS",2006,"Figure Skating Mixed Pairs","Gold",144096812,9092.580536,9,59,5.81,260
"Brigitte Totschnig (-Habersatter)","F",21,"AUT",1976,"Alpine Skiing Women's Downhill","Silver",8611088,43774.98517,109,12,7.139,280
"Kari Traa","F",24,"NOR",1998,"Freestyle Skiing Women's Moguls","Bronze",5195921,74400.36978,15,2,7.594,443
"Kari Traa","F",28,"NOR",2002,"Freestyle Skiing Women's Moguls","Gold",5195921,74400.36978,15,2,7.594,443
"Kari Traa","F",32,"NOR",2006,"Freestyle Skiing Women's Moguls","Silver",5195921,74400.36978,15,2,7.594,443
"Kenneth ""Ken"" Tralnberg","M",45,"CAN",2002,"Curling Men's Curling","Silver",35851774,43248.52991,4,7,7.328,611
"Maksim Leonidovich Trankov","M",30,"RUS",2014,"Figure Skating Mixed Pairs","Gold",144096812,9092.580536,9,59,5.81,260
"Maksim Leonidovich Trankov","M",30,"RUS",2014,"Figure Skating Mixed Team","Gold",144096812,9092.580536,9,59,5.81,260
"Andrey Viktorovich Trefilov","M",28,"RUS",1998,"Ice Hockey Men's Ice Hockey","Silver",144096812,9092.580536,9,59,5.81,260
"Franois-Louis Tremblay","M",21,"CAN",2002,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"Franois-Louis Tremblay","M",25,"CAN",2006,"Short Track Speed Skating Men's 500 metres","Silver",35851774,43248.52991,4,7,7.328,611
"Franois-Louis Tremblay","M",25,"CAN",2006,"Short Track Speed Skating Men's 5,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Franois-Louis Tremblay","M",29,"CAN",2010,"Short Track Speed Skating Men's 500 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Franois-Louis Tremblay","M",29,"CAN",2010,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"Hans-Martin Trepp","M",25,"SUI",1948,"Ice Hockey Men's Ice Hockey","Bronze",8286976,80945.07922,219,5,7.487,275
"Lidia Trettel","F",28,"ITA",2002,"Snowboarding Women's Parallel Giant Slalom","Bronze",60802085,29957.80432,206,47,6,191
"Aleksandr Vladimirovich Tretyakov","M",24,"RUS",2010,"Skeleton Men's Skeleton","Bronze",144096812,9092.580536,9,59,5.81,260
"Aleksandr Vladimirovich Tretyakov","M",28,"RUS",2014,"Skeleton Men's Skeleton","Gold",144096812,9092.580536,9,59,5.81,260
"Hannes Trinkl","M",30,"AUT",1998,"Alpine Skiing Men's Downhill","Bronze",8611088,43774.98517,109,12,7.139,280
"Michael Tritscher","M",26,"AUT",1992,"Alpine Skiing Men's Slalom","Bronze",8611088,43774.98517,109,12,7.139,280
"David ""Dave"" Trottier","M",21,"CAN",1928,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Pl Trulsen","M",39,"NOR",2002,"Curling Men's Curling","Gold",5195921,74400.36978,15,2,7.594,443
"Dmitry Vyacheslavovich Trunenkov","M",29,"RUS",2014,"Bobsleigh Men's Four","Gold",144096812,9092.580536,9,59,5.81,260
"Tim Tscharnke","M",20,"GER",2010,"Cross Country Skiing Men's Team Sprint","Silver",81413145,41313.31399,240,15,6.965,386
"Nion Robert Tucker","M",42,"USA",1928,"Bobsleigh Men's Four/Five","Gold",321418820,56115.71843,36,18,6.886,635
"Sarah Tueting (-Lemaitre)","F",21,"USA",1998,"Ice Hockey Women's Ice Hockey","Gold",321418820,56115.71843,36,18,6.886,635
"Sarah Tueting (-Lemaitre)","F",25,"USA",2002,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Minnamari ""Minttu"" Tuominen","F",19,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Saara Elisa Tuominen","F",24,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Pekka Juhani Tuomisto","M",27,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Mathieu Turcotte","M",25,"CAN",2002,"Short Track Speed Skating Men's 1,000 metres","Bronze",35851774,43248.52991,4,7,7.328,611
"Mathieu Turcotte","M",25,"CAN",2002,"Short Track Speed Skating Men's 5,000 metres Relay","Gold",35851774,43248.52991,4,7,7.328,611
"Mathieu Turcotte","M",29,"CAN",2006,"Short Track Speed Skating Men's 5,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Cathy Ann Turner","F",29,"USA",1992,"Short Track Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Cathy Ann Turner","F",29,"USA",1992,"Short Track Speed Skating Women's 3,000 metres Relay","Silver",321418820,56115.71843,36,18,6.886,635
"Cathy Ann Turner","F",31,"USA",1994,"Short Track Speed Skating Women's 500 metres","Gold",321418820,56115.71843,36,18,6.886,635
"Cathy Ann Turner","F",31,"USA",1994,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",321418820,56115.71843,36,18,6.886,635
"Brian Carter Tutt","M",29,"CAN",1992,"Ice Hockey Men's Ice Hockey","Silver",35851774,43248.52991,4,7,7.328,611
"Oleh Fedorovych ""Oleg"" Tverdovsky","M",25,"RUS",2002,"Ice Hockey Men's Ice Hockey","Bronze",144096812,9092.580536,9,59,5.81,260
"Pl Bjarne Tyldum","M",25,"NOR",1968,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Pl Bjarne Tyldum","M",29,"NOR",1972,"Cross Country Skiing Men's 30 kilometres","Silver",5195921,74400.36978,15,2,7.594,443
"Pl Bjarne Tyldum","M",29,"NOR",1972,"Cross Country Skiing Men's 50 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Pl Bjarne Tyldum","M",29,"NOR",1972,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Pl Bjarne Tyldum","M",33,"NOR",1976,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Arthur Walter ""Art"" Tyler","M",40,"USA",1956,"Bobsleigh Men's Four","Bronze",321418820,56115.71843,36,18,6.886,635
"Francis William ""Frank"" Tyler","M",43,"USA",1948,"Bobsleigh Men's Four","Gold",321418820,56115.71843,36,18,6.886,635
"Antti Eerkki Tyrvinen","M",26,"FIN",1960,"Biathlon Men's 20 kilometres","Silver",5482013,42311.03623,18,1,7.632,426
"Michael Uhrmann","M",23,"GER",2002,"Ski Jumping Men's Large Hill, Team","Gold",81413145,41313.31399,240,15,6.965,386
"Michael Uhrmann","M",31,"GER",2010,"Ski Jumping Men's Large Hill, Team","Silver",81413145,41313.31399,240,15,6.965,386
"Gretchen Ulion (-Silverman)","F",25,"USA",1998,"Ice Hockey Women's Ice Hockey","Gold",321418820,56115.71843,36,18,6.886,635
"Thomas Ulsrud","M",38,"NOR",2010,"Curling Men's Curling","Silver",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",24,"NOR",1988,"Cross Country Skiing Men's 30 kilometres","Bronze",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",28,"NOR",1992,"Cross Country Skiing Men's 10 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",28,"NOR",1992,"Cross Country Skiing Men's 30 kilometres","Gold",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",28,"NOR",1992,"Cross Country Skiing Men's 10/15 kilometres Pursuit","Silver",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",28,"NOR",1992,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",5195921,74400.36978,15,2,7.594,443
"Vegard Ulvang","M",30,"NOR",1994,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5195921,74400.36978,15,2,7.594,443
"Helen Lesley Upperton","F",30,"CAN",2010,"Bobsleigh Women's Two","Silver",35851774,43248.52991,4,7,7.328,611
"Aleksey Yevgenyevich Urmanov","M",20,"RUS",1994,"Figure Skating Men's Singles","Gold",144096812,9092.580536,9,59,5.81,260
"Maiya Valentinovna Usova (-Orletskaya)","F",29,"RUS",1994,"Figure Skating Mixed Ice Dancing","Silver",144096812,9092.580536,9,59,5.81,260
"Yevgeny Romanovich Ustyugov","M",24,"RUS",2010,"Biathlon Men's 15 kilometres Mass Start","Gold",144096812,9092.580536,9,59,5.81,260
"Yevgeny Romanovich Ustyugov","M",24,"RUS",2010,"Biathlon Men's 4 x 7.5 kilometres Relay","Bronze",144096812,9092.580536,9,59,5.81,260
"Yevgeny Romanovich Ustyugov","M",28,"RUS",2014,"Biathlon Men's 4 x 7.5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Sven Ludvig Utterstrm","M",30,"SWE",1932,"Cross Country Skiing Men's 18 kilometres","Gold",9798871,50579.67365,25,9,7.314,428
"Markku Juhani Uusipaavalniemi","M",39,"FIN",2006,"Curling Men's Curling","Silver",5482013,42311.03623,18,1,7.632,426
"Ossi Reijo Juhani Vnnen","M",33,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Petra Maria Pauliina Vaarakallio","F",22,"FIN",1998,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Lars Magnus Vgberg","M",34,"NOR",2002,"Curling Men's Curling","Gold",5195921,74400.36978,15,2,7.594,443
"Sarah Marie Vaillancourt","F",20,"CAN",2006,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Sarah Marie Vaillancourt","F",24,"CAN",2010,"Ice Hockey Women's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Yelena Valeryevna Vlbe (Trubitsyna-)","F",25,"RUS",1994,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Yelena Valeryevna Vlbe (Trubitsyna-)","F",29,"RUS",1998,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Gold",144096812,9092.580536,9,59,5.81,260
"Fulvio Valbusa","M",28,"ITA",1998,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",60802085,29957.80432,206,47,6,191
"Fulvio Valbusa","M",36,"ITA",2006,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",60802085,29957.80432,206,47,6,191
"Sabina Valbusa","F",34,"ITA",2006,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Martina Valcepina","F",21,"ITA",2014,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Linda Vlimki","F",19,"FIN",2010,"Ice Hockey Women's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Allen Alfred ""Al"" Van","M",36,"USA",1952,"Ice Hockey Men's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Benjam Vanninen","M",26,"FIN",1948,"Cross Country Skiing Men's 50 kilometres","Bronze",5482013,42311.03623,18,1,7.632,426
"Bice Vanzetta","F",30,"ITA",1992,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Bice Vanzetta","F",32,"ITA",1994,"Cross Country Skiing Women's 4 x 5 kilometres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Giorgio Vanzetta","M",32,"ITA",1992,"Cross Country Skiing Men's 50 kilometres","Bronze",60802085,29957.80432,206,47,6,191
"Giorgio Vanzetta","M",32,"ITA",1992,"Cross Country Skiing Men's 10/15 kilometres Pursuit","Bronze",60802085,29957.80432,206,47,6,191
"Giorgio Vanzetta","M",32,"ITA",1992,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",60802085,29957.80432,206,47,6,191
"Giorgio Vanzetta","M",34,"ITA",1994,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Gold",60802085,29957.80432,206,47,6,191
"Petri Johannes Varis","M",24,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Sami Vatanen","M",22,"FIN",2014,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Denis Louis Vaucher","M",25,"SUI",1924,"Military Ski Patrol Men's Military Ski Patrol","Gold",8286976,80945.07922,219,5,7.487,275
"Philip John ""Phil"" Verchota","M",23,"USA",1980,"Ice Hockey Men's Ice Hockey","Gold",321418820,56115.71843,36,18,6.886,635
"Jessica Ann ""Jessie"" Vetter","F",24,"USA",2010,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Jessica Ann ""Jessie"" Vetter","F",28,"USA",2014,"Ice Hockey Women's Ice Hockey","Silver",321418820,56115.71843,36,18,6.886,635
"Ernst Vettori","M",27,"AUT",1992,"Ski Jumping Men's Normal Hill, Individual","Gold",8611088,43774.98517,109,12,7.139,280
"Ernst Vettori","M",27,"AUT",1992,"Ski Jumping Men's Large Hill, Team","Silver",8611088,43774.98517,109,12,7.139,280
"Tania Vicent","F",22,"CAN",1998,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",35851774,43248.52991,4,7,7.328,611
"Tania Vicent","F",26,"CAN",2002,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",35851774,43248.52991,4,7,7.328,611
"Tania Vicent","F",30,"CAN",2006,"Short Track Speed Skating Women's 3,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Tania Vicent","F",34,"CAN",2010,"Short Track Speed Skating Women's 3,000 metres Relay","Silver",35851774,43248.52991,4,7,7.328,611
"Arvo Albert Viitanen","M",31,"FIN",1956,"Cross Country Skiing Men's 4 x 10 kilometres Relay","Silver",5482013,42311.03623,18,1,7.632,426
"Bjarte Engen Vik","M",22,"NOR",1994,"Nordic Combined Men's Team","Silver",5195921,74400.36978,15,2,7.594,443
"Bjarte Engen Vik","M",22,"NOR",1994,"Nordic Combined Men's Individual","Bronze",5195921,74400.36978,15,2,7.594,443
"Bjarte Engen Vik","M",26,"NOR",1998,"Nordic Combined Men's Team","Gold",5195921,74400.36978,15,2,7.594,443
"Bjarte Engen Vik","M",26,"NOR",1998,"Nordic Combined Men's Individual","Gold",5195921,74400.36978,15,2,7.594,443
"Ingrid Anna Kristina Vikman","F",21,"SWE",2002,"Ice Hockey Women's Ice Hockey","Bronze",9798871,50579.67365,25,9,7.314,428
"Ingrid Anna Kristina Vikman","F",25,"SWE",2006,"Ice Hockey Women's Ice Hockey","Silver",9798871,50579.67365,25,9,7.314,428
"Sandro Viletta","M",28,"SUI",2014,"Alpine Skiing Men's Combined","Gold",8286976,80945.07922,219,5,7.487,275
"Olga Gennadyevna Vilukhina","F",25,"RUS",2014,"Biathlon Women's 7.5 kilometres Sprint","Silver",144096812,9092.580536,9,59,5.81,260
"Olga Gennadyevna Vilukhina","F",25,"RUS",2014,"Biathlon Women's 4 x 6 kilometres Relay","Silver",144096812,9092.580536,9,59,5.81,260
"Hans Vinjarengen","M",22,"NOR",1928,"Nordic Combined Men's Individual","Silver",5195921,74400.36978,15,2,7.594,443
"Hans Vinjarengen","M",26,"NOR",1932,"Nordic Combined Men's Individual","Bronze",5195921,74400.36978,15,2,7.594,443
"Maribel Yerxa Vinson (-Owen)","F",20,"USA",1932,"Figure Skating Women's Singles","Bronze",321418820,56115.71843,36,18,6.886,635
"Hannu Markus Virta","M",30,"FIN",1994,"Ice Hockey Men's Ice Hockey","Bronze",5482013,42311.03623,18,1,7.632,426
"Jukka Einar Virtanen","M",28,"FIN",1988,"Ice Hockey Men's Ice Hockey","Silver",5482013,42311.03623,18,1,7.632,426
"Tessa Jane Virtue (-McCormick)","F",20,"CAN",2010,"Figure Skating Mixed Ice Dancing","Gold",35851774,43248.52991,4,7,7.328,611
"Tessa Jane Virtue (-McCormick)","F",24,"CAN",2014,"Figure Skating Mixed Ice Dancing","Silver",35851774,43248.52991,4,7,7.328,611
"Tessa Jane Virtue (-McCormick)","F",24,"CAN",2014,"Figure Skating Mixed Team","Silver",35851774,43248.52991,4,7,7.328,611
"Elena Viviani","F",21,"ITA",2014,"Short Track Speed Skating Women's 3,000 metres Relay","Bronze",60802085,29957.80432,206,47,6,191
"Marc-douard Vlasic","M",26,"CAN",2014,"Ice Hockey Men's Ice Hockey","Gold",35851774,43248.52991,4,7,7.328,611
"Carina Vogt","F",22,"GER",2014,"Ski Jumping Women's Normal Hill, Individual","Gold",81413145,41313.31399,240,15,6.965,386
"Sabine Vlker","F",28,"GER",2002,"Speed Skating Women's 500 metres","Bronze",81413145,41313.31399,240,15,6.965,386
"Sabine Vlker","F",28,"GER",2002,"Speed Skating Women's 1,000 metres","Silver",81413145,41313.31399,240,15,6.965,386
"Sabine Vlker","F",28,"GER",2002,"Speed Skating Women's 1,500 metres","Silver",81413145,41313.31399,240,15,6.965,386
